RICHIESTA N° PROT;RICHIESTA ANNO PROT;RICHIESTA DATA;PROCEDIMENTO;ESITO PRATICA;CHIUSURA PRATICA DATA;CODICE VIA;CIVICO;ESPONENTE CIVICO;LOCALIZZAZIONI LISTA
263827;2020;2020-07-03;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2021-09-21;46430;5;;VIA LUIGI PIRANDELLO N.  5 INTERNO 0  PIANO TERRA
304194;2019;2019-07-01;permesso di costruire LR 15/2013 - non residenziale;Diniegata;2020-03-04;21400;119;2;VIA EMILIA PONENTE N.  119 / 2 INTERNO 0
554895;2019;2019-12-12;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2020-05-11;28650;;;VIA ANTONIO GRAMSCI INTERNO 0  (Civico da definire)
351100;2019;2019-08-01;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2019-12-06;13500;;;VIA DE' CARRACCI  ( Civico da definire )
515295;2018;2018-12-11;permesso di costruire LR 15/2013 - non residenziale;Rinunciata su istanza di parte;2019-05-09;4750;;;VIA DI BARBIANO
453870;2020;2020-11-06;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2021-03-10;30400;2;4;VIA IRNERIO N.  2 / 4 INTERNO 0  PIANO 0
52669;2020;2020-02-04;permesso di costruire LR 15/2013 - non residenziale;Diniegata;2020-09-17;52520;;;VIA DON GIULIO SALMI INTERNO 0  ( Civico da definire ) PIANO T
210346;2020;2020-05-28;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2020-08-20;19480;42;a;VIALE ALCIDE DE GASPERI N.  42 / a INTERNO a  PIANO terra
286278;2018;2018-07-04;permesso di costruire LR 15/2013 - non residenziale;Rinunciata;2018-08-29;58600;219;;VIA TOSCANA N.  219 INTERNO 0
215942;2021;2021-05-11;permesso di costruire LR 15/2013 - non residenziale;Diniegata;2021-08-09;57980;9;2;VIALE PALMIRO TOGLIATTI N.  9 / 2 INTERNO 0  PIANO 6
350627;2021;2021-08-02;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2021-12-22;34250;9;6A;PIAZZA DI PORTA S.MAMOLO N.  9 / 6A
354737;2021;2021-08-05;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2021-10-25;19480;42;a;VIALE ALCIDE DE GASPERI N.  42 / a INTERNO a
169018;2022;2022-04-08;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2022-06-24;22080;;;GIARDINO GRAZIELLA FAVA  (Civico da definire)  PIANO T
361275;2022;2022-06-07;permesso di costruire LR 15/2013 - non residenziale;Diniegata;2022-10-26;35100;;;VIA MARCO EMILIO LEPIDO SNC
414356;2022;2022-07-04;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2022-11-14;18300;30;;VIA DONATO CRETI N.  30 INTERNO 0
93427;2023;2023-02-10;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2023-05-31;44730;4;C;VIA SILVIO PELLICO N.  4 / C INTERNO 0  PIANO T
417256;2023;2023-06-16;permesso di costruire LR 15/2013 - non residenziale;Diniegata;2024-02-28;22200;3;;PIAZZA DI PORTA SAN FELICE N.  3 INTERNO 0  PIANO T-1-2
47432;2024;2024-01-25;permesso di costruire LR 15/2013 - non residenziale;;;55950;61;;VIA STALINGRADO N.  61 INTERNO 0
358675;2024;2024-05-28;permesso di costruire LR 15/2013 - non residenziale;;;51050;25;;VIA DI RONCRIO N.  25 INTERNO 0
894465;2024;2024-12-18;permesso di costruire LR 15/2013 - non residenziale;;;50250;4;;VIA RIMESSE N.  4 INTERNO 0
159336;2008;2008-06-20;permesso di costruire PRU Urbanistica;Rilasciata con prescrizioni;2008-07-25;57980;11;;VIALE PALMIRO TOGLIATTI N.  11
176494;2008;2008-07-08;permesso di costruire PRU Urbanistica;Rilasciata con prescrizioni;2008-10-03;61900;;;VIA SANTE VINCENZI
230603;2008;2008-09-26;permesso di costruire PRU Urbanistica;;;21750;;;VIA DEL FAGGIOLO  ( Civico da definire )
300869;2008;2008-12-19;permesso di costruire PRU Urbanistica;Rilasciata;2010-07-01;59600;16;;VIA DEL TUSCOLANO N.  16
343;2011;2011-01-03;permesso di costruire PRU Urbanistica;Rilasciata;2011-01-27;13380;;;VIALE TITO CARNACINI  ( Civico da definire )
255428;2019;2019-05-31;permesso di costruire telefonia mobile - non residenziale;Diniegata;2019-06-06;39500;8;;VIA MONTEBELLO N.  8 INTERNO 0
479034;2018;2018-11-16;permesso di costruire telefonia mobile - non residenziale;Concluso   Esito positivo;2019-02-26;30050;30;;VIA JACOPO DI PAOLO N.  30 INTERNO 0
477212;2019;2019-10-28;permesso di costruire telefonia mobile - non residenziale;Concluso   Esito positivo;2020-02-04;3100;6;;VIA ARIENTI N.  6 INTERNO 0
470364;2019;2019-10-23;permesso di costruire telefonia mobile - non residenziale;Concluso   Esito positivo;2019-12-02;52450;;;VIA DI SALICETO INTERNO 0  (Civico da definire)
410041;2020;2020-10-13;permesso di costruire telefonia mobile - non residenziale;Concluso   Esito positivo;2021-01-24;25550;14;;VIA ANTONIO GANDUSIO N.  14 INTERNO 0
409779;2019;2019-09-17;permesso di costruire telefonia mobile - non residenziale;Concluso   Esito negativo;2019-11-22;8800;4;;VIA CESARE BOLDRINI N.  4 INTERNO 0  PIANO 0
382956;2020;2020-09-29;permesso di costruire telefonia mobile - non residenziale;Rilasciata;2020-12-17;2900;;;VIA DELL'ARCOVEGGIO INTERNO 0  (Civico da definire)
419002;2020;2020-10-19;permesso di costruire telefonia mobile - non residenziale;Concluso   Esito positivo;2020-11-04;47920;;;PIAZZETTA PRENDIPARTE INTERNO 0  (Civico da definire)
164164;2018;2018-04-23;permesso di costruire telefonia mobile - non residenziale;;;23700;0;;VIA DELLA FOSCHERARA N.  0  ( Civico provvisorio )
387122;2020;2020-09-30;permesso di costruire telefonia mobile - non residenziale;Diniegata;2021-11-08;49900;23;;VIA RIALTO N.  23 INTERNO 0  PIANO 0
82756;2019;2019-02-20;permesso di costruire telefonia mobile - non residenziale;Concluso   Esito negativo;2019-08-02;62200;19;;VIA S.VITTORE N.  19 INTERNO 0
533150;2018;2018-12-21;permesso di costruire telefonia mobile - non residenziale;Concluso   Esito positivo;2019-03-14;38800;9;;VIA DON GIOVANNI MINZONI N.  9 INTERNO 0
331106;2018;2018-08-03;permesso di costruire telefonia mobile - non residenziale;Rilasciata;2018-09-17;2900;49;5;VIA DELL'ARCOVEGGIO N.  49 / 5 INTERNO 0
404241;2019;2019-09-13;permesso di costruire telefonia mobile - non residenziale;Concluso Esito positivo con prescrizioni;2019-12-27;18150;2;;PIAZZA DELLA COSTITUZIONE N.  2 INTERNO 0
58181;2020;2020-02-06;permesso di costruire telefonia mobile - non residenziale;Concluso   Esito negativo;2020-02-28;13730;3;;VIA DEL CARROZZAIO N.  3 INTERNO 0  PIANO tetto
181926;2019;2019-04-17;permesso di costruire telefonia mobile - non residenziale;Concluso Esito positivo con prescrizioni;2019-07-26;50880;;;ROTONDA LUCIANO ROMAGNOLI INTERNO 0  (Civico da definire)
55658;2022;2022-02-02;permesso di costruire telefonia mobile - non residenziale;Rilasciata;2022-03-15;11050;27;2;VIA CADRIANO N.  27 / 2 INTERNO 0  PIANO T
102428;2022;2022-03-01;permesso di costruire telefonia mobile - non residenziale;Diniegata;2022-04-08;61750;;;VIA VILLANOVA INTERNO 0  (Civico da definire)
127787;2022;2022-03-16;permesso di costruire telefonia mobile - non residenziale;Annullata;2022-03-25;31100;;;VIA DEL LAZZARETTO INTERNO 0 intervento senza civico
555532;2022;2022-09-05;permesso di costruire telefonia mobile - non residenziale;Rilasciata con prescrizioni;2022-11-14;17790;;;VIA ARCANGELO CORELLI SNC
669598;2022;2022-10-13;permesso di costruire telefonia mobile - non residenziale;Rinunciata;2022-10-13;37300;152;;VIA GIUSEPPE MAZZINI N.  152 INTERNO 0
742568;2022;2022-11-09;permesso di costruire telefonia mobile - non residenziale;Rilasciata con prescrizioni;2023-01-30;62780;;;VIA FRANCESCO ZAMBECCARI  (Civico da definire)
48686;2023;2023-01-26;permesso di costruire telefonia mobile - non residenziale;Rilasciata;2023-09-05;58700;11;;VIA DE' TOSCHI N.  11 INTERNO 0
110482;2023;2023-02-20;permesso di costruire telefonia mobile - non residenziale;Concluso   Esito negativo;2023-03-10;8800;11;;VIA CESARE BOLDRINI N.  11
111417;2023;2023-02-20;permesso di costruire telefonia mobile - non residenziale;;;11120;23;;VIA CADUTI DI AMOLA N.  23 INTERNO 0
176383;2023;2023-03-20;permesso di costruire telefonia mobile - non residenziale;Rilasciata con prescrizioni;2023-05-26;55950;;;VIA STALINGRADO  (Civico da definire)  PIANO T
156000;2024;2024-03-13;permesso di costruire telefonia mobile - non residenziale;Rilasciata con prescrizioni;2024-05-17;63100;357;;VIA FRANCESCO ZANARDI N.  357 INTERNO 0
237359;2024;2024-04-06;permesso di costruire telefonia mobile - non residenziale;Concluso   Esito negativo;2024-06-10;49500;2;;VIA ORESTE REGNOLI N.  2 INTERNO 0  PIANO t
47453;2008;2008-02-26;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2008-10-13;58970;;;VIA TRATTATI COMUNITARI EUROPEI 1957-2007  ( Civico da definire )
66530;2008;2008-03-19;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2008-07-21;52350;12;;VIA GIOVANNI ANTONIO SACCO N.  12
13792;2008;2008-01-18;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2009-08-28;63250;;;VIA ANTONIO ZANOLINI R5.8b - veneta
76826;2008;2008-04-02;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2009-07-15;45100;;;VIA PERSICETANA VECCHIA
116086;2008;2008-05-15;permesso di costruire Urbanistica;Rilasciata;2008-06-10;36230;;;VIA CARLO MARX
160211;2008;2008-06-23;permesso di costruire Urbanistica;Rilasciata;2009-05-04;30180;36;;VIA DELL'INDUSTRIA N.  36
162341;2008;2008-06-24;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2008-09-05;55700;42;;VIA SPERANZA N.  42
167804;2008;2008-06-27;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-04-29;54450;;;VIA LUIGI SERRA  ( Civico da definire )
100844;2008;2008-04-30;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2013-09-19;53350;3;;VIA LODOVICO SAVIOLI N.  3
100781;2008;2008-04-30;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2008-06-23;20500;;;VIA S.DONATO area a parcheggio antistante il civico 59
187053;2008;2008-07-22;permesso di costruire Urbanistica;Rilasciata;2009-10-05;45010;6;;VIA GIORGIO PERLASCA N.  6
193023;2008;2008-07-30;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2009-01-15;21400;;;VIA EMILIA PONENTE
210165;2008;2008-09-04;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2008-10-13;62690;;;VIA GIOVANNA ZACCHERINI ALVISI  ( Civico da definire )
221797;2008;2008-09-17;permesso di costruire Urbanistica;Rilasciata;2008-12-05;22750;20;;VIALE DELLA FIERA N.  20
224791;2008;2008-09-19;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2009-09-17;30180;36;;VIA DELL'INDUSTRIA N.  36
232699;2008;2008-09-29;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2009-04-27;48970;;;VIA BARTOLOMEO RAMENGHI
233067;2008;2008-09-30;permesso di costruire Urbanistica;Decaduta;2010-02-22;;;;
282851;2008;2008-11-26;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2009-08-10;31370;;;VIALE ILIC ULJANOV LENIN  ( Civico da definire )
296654;2008;2008-12-16;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-02-26;;;;
46972;2009;2009-02-26;permesso di costruire Urbanistica;Rilasciata;2009-07-13;15680;;;VIA GIORGIO CENCETTI 4-6
94296;2009;2009-04-21;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-07-15;22070;12;;VIA RENATO FAVA N.  12
94334;2009;2009-04-21;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-02-22;22070;20;;VIA RENATO FAVA N.  20
94359;2009;2009-04-21;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-07-15;22070;26;;VIA RENATO FAVA N.  26
94375;2009;2009-04-21;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-07-15;22070;22;;VIA RENATO FAVA N.  22
154780;2009;2009-06-17;permesso di costruire Urbanistica;Rilasciata;2009-10-21;;;;
176167;2009;2009-07-07;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2009-12-09;11240;27;;VIA JOHN CAGE N.  27
176235;2009;2009-07-07;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2009-12-09;;;;
201932;2009;2009-08-06;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-05-27;;;;
203117;2009;2009-08-07;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-01-20;;;;
203255;2009;2009-08-07;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2009-12-04;15630;3;;VIA SERGIU CELIBIDACHE N.  3
278149;2009;2009-11-11;permesso di costruire Urbanistica;Concluso   Esito positivo;2012-01-23;29550;3;;VIA GUELFA N.  3
294201;2009;2009-11-30;permesso di costruire Urbanistica;;;;;;
19658;2010;2010-01-28;permesso di costruire Urbanistica;Rilasciata;2010-07-15;21350;;;VIA EMILIA LEVANTE  ( Civico da definire )
71135;2010;2010-03-22;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2013-11-07;;;;
137377;2010;2010-05-31;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2011-01-27;15680;;;VIA GIORGIO CENCETTI  ( Civico da definire )
180132;2010;2010-07-12;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-10-29;45100;;;VIA PERSICETANA VECCHIA  ( Civico da definire )
182953;2010;2010-07-15;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-10-09;63250;;;VIA ANTONIO ZANOLINI  ( Civico da definire )
301729;2010;2010-12-16;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2012-01-09;;;;
301743;2010;2010-12-16;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2011-03-14;;;;
5091;2011;2011-01-12;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2011-05-27;11050;27;2;VIA CADRIANO N.  27 / 2
7860;2011;2011-01-17;permesso di costruire Urbanistica;Rilasciata;2011-01-31;62150;5;;VIA DELLE VITI N.  5
76298;2011;2011-04-08;permesso di costruire Urbanistica;Rilasciata;2011-07-12;63250;;;VIA ANTONIO ZANOLINI  ( Civico da definire )
76315;2011;2011-04-08;permesso di costruire Urbanistica;Rilasciata;2011-07-12;63250;;;VIA ANTONIO ZANOLINI  ( Civico da definire )
102974;2011;2011-05-09;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2011-06-10;11050;27;2;VIA CADRIANO N.  27 / 2
108791;2011;2011-05-12;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2011-05-26;;;;
118954;2011;2011-05-24;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2012-04-12;7800;2;4;VIALE CARLO BERTI PICHAT N.  2 / 4
255774;2011;2011-11-02;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2012-11-07;7800;2;4;VIALE CARLO BERTI PICHAT N.  2 / 4
122648;2011;2011-05-26;permesso di costruire Urbanistica;Rilasciata;2011-09-23;22070;26;;VIA RENATO FAVA N.  26
190213;2011;2011-08-09;permesso di costruire Urbanistica;Rilasciata;2012-07-12;36230;;;VIA CARLO MARX
195923;2011;2011-08-22;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2011-11-04;7800;2;4;VIALE CARLO BERTI PICHAT N.  2 / 4
199899;2011;2011-08-30;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2011-11-03;;;;
203037;2011;2011-09-02;permesso di costruire Urbanistica;Rilasciata;2011-10-14;21270;;;VIA GIOVANNI ELKAN  ( Civico da definire )
265609;2011;2011-11-15;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2012-03-29;20500;27;;VIA S.DONATO N.  27
269250;2011;2011-11-18;permesso di costruire Urbanistica;Rilasciata;2012-09-12;;;;
289837;2011;2011-12-15;permesso di costruire Urbanistica;Rinunciata su istanza di parte;2015-03-10;17950;89;;VIA DI CORTICELLA N.  89
78441;2012;2012-03-30;permesso di costruire Urbanistica;;;;;;
90971;2012;2012-04-17;permesso di costruire Urbanistica;;;54110;4;;VIA TORQUATO SECCI N.  4
153121;2012;2012-06-22;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2012-09-14;;;;
190739;2012;2012-08-08;permesso di costruire Urbanistica;Rilasciata;2013-03-29;37300;51;;VIA MAZZINI N.  51
191624;2012;2012-08-09;permesso di costruire Urbanistica;Rilasciata;2012-11-09;36230;21;;VIA CARLO MARX N.  21
200584;2012;2012-08-29;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2013-06-27;8550;17;;VIA DELLE BISCIE N.  17
242817;2012;2012-10-15;permesso di costruire Urbanistica;Rilasciata;2013-01-23;62150;;;VIA DELLE VITI  ( Civico da definire )
274701;2012;2012-11-22;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2013-04-11;54150;27;;VIA GIOVANNI SEGANTINI N.  27
286897;2012;2012-12-06;permesso di costruire Urbanistica;Rilasciata;2013-02-20;55950;37;;VIA STALINGRADO N.  37
10262;2013;2013-01-16;permesso di costruire Urbanistica;;;;;;
11483;2013;2013-01-17;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2013-08-02;7800;2;4;VIALE CARLO BERTI PICHAT N.  2 / 4
77909;2013;2013-04-05;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2014-03-03;37300;152;;VIA MAZZINI N.  152
272508;2013;2013-10-24;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2013-11-27;17630;13;;VIA DEL COMMERCIO ASSOCIATO N.  13
282732;2013;2013-11-05;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2013-11-19;7800;2;4;VIALE CARLO BERTI PICHAT N.  2 / 4
307054;2013;2013-11-29;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2015-04-17;;;;
315973;2013;2013-12-09;permesso di costruire Urbanistica;;;;;;
321178;2013;2013-12-13;permesso di costruire Urbanistica;;;;;;
169524;2014;2014-06-09;permesso di costruire Urbanistica;Rilasciata;2015-01-26;31100;16;;VIA DEL LAZZARETTO N.  16
171196;2014;2014-06-10;permesso di costruire Urbanistica;Rilasciata;2015-01-23;10730;6;;VIA PIETRO BURGATTI N.  6
194857;2014;2014-07-02;permesso di costruire Urbanistica;Rilasciata;2016-05-03;29350;28;;VIA DELLA GUARDIA N.  28
738985;2023;2023-11-07;URB - permesso di costruire in deroga LR 15/2013 - non residenziale;;;22750;20;;VIALE DELLA FIERA N.  20
81857;2020;2020-02-22;URB - permesso di costruire LR 15/2013;Concluso   Esito positivo;2021-05-27;36250;4;;VIA MARZABOTTO N.  4 INTERNO 0
257890;2019;2019-06-03;URB - permesso di costruire LR 15/2013;Rilasciata;2020-01-09;19550;;;VIA DE LA BIRRA  (Civico da definire)
81083;2021;2021-02-19;URB - permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2022-01-25;57180;;;VIA UMBERTO TERRACINI INTERNO 0  (Civico da definire)  PIANO 0
245271;2018;2018-06-08;URB - permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2019-09-24;53550;3;7;VIA SCANDELLARA N.  3 / 7 INTERNO 0
153849;2015;2015-05-20;URB - permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2017-01-18;42250;2;;VIA MARCELLO ORETTI N.  2 INTERNO 0
198786;2016;2016-06-08;URB - permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2016-09-06;7800;2;4;VIALE CARLO BERTI PICHAT N.  2 / 4 INTERNO 0
253914;2016;2016-07-26;URB - permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2018-07-31;5230;;;VIA FRANCO BASAGLIA INTERNO 0  (Civico da definire)
298412;2016;2016-09-10;URB - permesso di costruire LR 15/2013;Concluso   Esito positivo;2016-10-18;;;0;Del Lazzaretto / 0 INTERNO 0  (Civico da definire)  PIANO 0 (via provvisoria)
460308;2017;2017-12-19;URB - permesso di costruire LR 15/2013;Rilasciata;2018-02-21;53350;3;;VIA LODOVICO SAVIOLI N.  3
254592;2021;2021-06-03;URB - permesso di costruire LR 15/2013;Risposta parere;2021-09-03;12050;;;VIA ALFREDO CALZONI  (Civico da definire)
82707;2022;2022-02-17;URB - permesso di costruire LR 15/2013;Annullata;2023-12-21;31100;;;VIA DEL LAZZARETTO INTERNO 0  (Civico da definire)  PIANO 0
339209;2022;2022-05-26;URB - permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2022-12-28;11240;;;VIA JOHN CAGE INTERNO 0  (Civico da definire)
577685;2022;2022-09-12;URB - permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2023-08-09;57180;;;VIA UMBERTO TERRACINI  (Civico da definire)
692944;2023;2023-10-23;URB - permesso di costruire LR 15/2013;;;52380;;;VIA SACCO E VANZETTI INTERNO 0  (Civico da definire)
771655;2023;2023-11-20;URB - permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2024-06-05;50570;43;;VIA GIUSEPPE RIVANI N.  43
771670;2023;2023-11-20;URB - permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2024-06-05;50570;45;;VIA GIUSEPPE RIVANI N.  45
777022;2023;2023-11-21;URB - permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2024-04-02;7950;73;;VIA NINO BERTOCCHI N.  73 INTERNO 0
850672;2023;2023-12-28;URB - permesso di costruire LR 15/2013;;;57180;;;VIA UMBERTO TERRACINI INTERNO 0  (Civico da definire)
82554;2024;2024-02-12;URB - permesso di costruire LR 15/2013;Rilasciata;2024-08-07;57180;;;VIA UMBERTO TERRACINI INTERNO 0  (Civico da definire)
366873;2024;2024-05-31;URB - permesso di costruire LR 15/2013;;;57180;;;VIA UMBERTO TERRACINI INTERNO 0  (Civico da definire)
429219;2024;2024-06-26;URB - permesso di costruire LR 15/2013;;;11240;;;VIA JOHN CAGE  ( Civico da definire )
478483;2024;2024-07-12;URB - permesso di costruire LR 15/2013;;;24670;;;VIA SIGMUND FREUD  (Civico da definire)
864177;2024;2024-12-04;URB - permesso di costruire LR 15/2013;;;11240;;;VIA JOHN CAGE INTERNO 0  (Civico da definire)
242096;2020;2020-06-19;URB - permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2021-04-30;63100;;;VIA FRANCESCO ZANARDI  (Civico da definire)
334672;2019;2019-07-19;URB - permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2019-12-06;55950;61;;VIA STALINGRADO N.  61
229190;2020;2020-06-11;URB - permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2022-08-11;63100;526;;VIA FRANCESCO ZANARDI N.  526
